lista;Gruppo;ID frase;ID_Condizione;Cond;Bias di genere;Parola target;Corretto;rt_determinante;rt_nome;rt_verbo1;rt_pronome;rt_verbo2;q_words;Accordo v-v;Accordo sostantivo-sostantivo;Frase completa;RT_word_0;RT_word_1;RT_word_2;RT_word_3;RT_word_4;RT_word_5;RT_word_6;RT_word_7;RT_word_8;RT_word_9;RT_word_10;RT_word_11;RT_word_12;RT_word_13;RT_word_14;part;ID;eta;id_genero;nazionalita;residenza;lingua;educazione;occhiali;mail;tiempo_total
A;DG;56;gender8;g_fem;fem;segretario;no;677.0;1610.0;685.0;1319.0;1545.0;13.0;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";677.0;1610.0;685.0;530.0;1606.0;813.0;1319.0;1545.0;622.0;696.0;838.0;840.0;1482.0;;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;59;gender11;g_masc;fem;psicologo;yes;1177.0;1100.0;1180.0;670.0;1065.0;13.0;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";1177.0;1100.0;1180.0;635.0;743.0;1030.0;670.0;1065.0;1418.0;943.0;930.0;1127.0;645.0;;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;75;gender27;g_masc;fem;logopedista;yes;601.0;2647.0;922.0;846.0;836.0;13.0;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";601.0;2647.0;922.0;1130.0;905.0;722.0;624.0;953.0;846.0;836.0;661.0;1039.0;1759.0;;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;78;gender30;g_fem;masc;camionista;no;551.0;1733.0;941.0;901.0;1667.0;15.0;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";551.0;1733.0;941.0;755.0;594.0;1297.0;901.0;1667.0;1629.0;624.0;915.0;856.0;690.0;602.0;1293.0;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;79;gender31;g_masc;masc;fabbro;no;1487.0;789.0;1069.0;1019.0;989.0;14.0;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";1487.0;789.0;1069.0;756.0;605.0;994.0;826.0;1019.0;989.0;594.0;858.0;639.0;834.0;870.0;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;85;gender37;g_masc;masc;pompiere;yes;719.0;1390.0;1079.0;647.0;1020.0;14.0;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";719.0;1390.0;1079.0;1278.0;1423.0;847.0;658.0;820.0;647.0;1020.0;478.0;740.0;1735.0;832.0;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;88;gender40;g_fem;masc;meccanico;yes;582.0;1109.0;2528.0;1166.0;1043.0;13.0;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";582.0;1109.0;2528.0;610.0;478.0;969.0;590.0;1166.0;1043.0;497.0;800.0;910.0;977.0;627.0;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
A;DG;91;gender43;g_masc;masc;marinaio;yes;1345.0;872.0;1153.0;1093.0;969.0;13.0;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";1345.0;872.0;1153.0;976.0;1479.0;735.0;808.0;1093.0;969.0;1041.0;858.0;952.0;555.0;;;6;6;24;M;Italiana;xxx;Italiano;Laurea Triennale;No;xxx;744627
C;DG;106;gender58;g_fem;masc;ministro;no;705.0;1225.0;2191.0;2310.0;847.0;15.0;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";705.0;1225.0;2191.0;1036.0;943.0;776.0;921.0;2310.0;847.0;1107.0;1101.0;1703.0;782.0;541.0;1104.0;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;107;gender59;g_masc;masc;deputato;no;574.0;1117.0;1429.0;1158.0;702.0;14.0;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";574.0;1117.0;1429.0;809.0;799.0;724.0;1024.0;853.0;1158.0;702.0;734.0;930.0;935.0;1393.0;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;51;gender3;g_masc;fem;astrologo;yes;645.0;1858.0;3017.0;1419.0;1911.0;14.0;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";645.0;1858.0;3017.0;865.0;1142.0;1511.0;1419.0;1911.0;862.0;625.0;1049.0;841.0;772.0;566.0;1099.0;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;58;gender10;g_fem;fem;ostetrico;no;630.0;1037.0;1754.0;1003.0;977.0;13.0;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";630.0;1037.0;1754.0;1225.0;843.0;938.0;955.0;1003.0;977.0;671.0;778.0;844.0;1458.0;;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;62;gender14;g_fem;fem;maestro;yes;666.0;815.0;1414.0;1627.0;2060.0;14.0;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";666.0;815.0;1414.0;821.0;1289.0;1104.0;1353.0;1627.0;2060.0;541.0;1192.0;568.0;1164.0;801.0;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;63;gender15;g_masc;fem;pedagogista;no;973.0;1518.0;1066.0;1046.0;1551.0;13.0;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";973.0;1518.0;1066.0;1640.0;903.0;635.0;555.0;1046.0;1551.0;1096.0;1045.0;890.0;1430.0;;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;67;gender19;g_masc;fem;dermatologo;no;637.0;1923.0;1345.0;1724.0;3390.0;13.0;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";637.0;1923.0;1345.0;924.0;780.0;599.0;1069.0;911.0;1724.0;3390.0;2698.0;2044.0;1932.0;;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;82;gender34;g_fem;masc;falegname;no;666.0;1506.0;2121.0;1011.0;2080.0;13.0;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";666.0;1506.0;2121.0;1307.0;1024.0;915.0;805.0;1155.0;1011.0;2080.0;863.0;1147.0;1472.0;;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;83;gender35;g_masc;masc;ingegnere;yes;1706.0;1494.0;1731.0;777.0;1824.0;13.0;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";1706.0;1494.0;1731.0;711.0;1053.0;685.0;853.0;777.0;1824.0;932.0;835.0;848.0;1078.0;;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;90;gender42;g_fem;masc;minatore;no;606.0;1738.0;1226.0;909.0;620.0;14.0;no;no;"Le minatrici lavorano in condizioni pericolose; tutte chiedono migliori condizioni di lavoro nella miniera.";606.0;1738.0;1226.0;1156.0;704.0;1230.0;909.0;620.0;1895.0;1264.0;463.0;749.0;806.0;879.0;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
C;DG;95;gender47;g_masc;masc;macellaio;yes;689.0;1857.0;1151.0;1037.0;2246.0;13.0;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";689.0;1857.0;1151.0;1121.0;1222.0;866.0;1233.0;1037.0;2246.0;664.0;742.0;691.0;936.0;502.0;;7;7;19;M;ITALIANA;xxx;ITALIANO;In Corso Universitario;No;xxx;806097
B;DG;103;gender55;g_masc;masc;idraulico;no;1800.0;5695.0;2137.0;1664.0;3488.0;13.0;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";1800.0;5695.0;2137.0;1400.0;2560.0;4376.0;2209.0;1664.0;3488.0;1008.0;1616.0;3192.0;3120.0;1935.0;3465.0;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;50;gender2;g_fem;fem;infermiere;no;779.0;2800.0;2976.0;1760.0;3168.0;14.0;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";779.0;2800.0;2976.0;920.0;2016.0;2896.0;4200.0;2448.0;5608.0;1760.0;3168.0;1272.0;1280.0;1664.0;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;53;gender5;g_masc;fem;bibliotecario;no;1083.0;8416.0;1312.0;1672.0;6480.0;14.0;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";1083.0;8416.0;1312.0;2136.0;1904.0;1232.0;976.0;1672.0;6480.0;4832.0;2112.0;1448.0;1888.0;1352.0;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;55;gender7;g_masc;fem;segretario;no;528.0;1280.0;680.0;400.0;440.0;13.0;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";528.0;1280.0;680.0;7432.0;584.0;344.0;400.0;440.0;6257.0;1104.0;1064.0;800.0;1064.0;;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;60;gender12;g_fem;fem;psicologo;no;2847.0;4776.0;1944.0;2863.0;1096.0;13.0;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";2847.0;4776.0;1944.0;1344.0;1472.0;1145.0;2863.0;1096.0;1816.0;2016.0;1120.0;1592.0;1544.0;;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;76;gender28;g_fem;fem;logopedista;no;872.0;1976.0;4336.0;1808.0;2288.0;13.0;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";872.0;1976.0;4336.0;3592.0;1600.0;5120.0;1096.0;2768.0;1808.0;2288.0;1320.0;1264.0;3616.0;;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;77;gender29;g_masc;masc;camionista;no;591.0;1624.0;1224.0;1448.0;344.0;15.0;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";591.0;1624.0;1224.0;696.0;768.0;1168.0;1448.0;344.0;480.0;512.0;416.0;760.0;681.0;775.0;312.0;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;80;gender32;g_fem;masc;fabbro;no;858.0;1424.0;2000.0;1888.0;1568.0;14.0;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";858.0;1424.0;2000.0;1768.0;1320.0;1144.0;1536.0;1888.0;1568.0;1312.0;1360.0;1640.0;1672.0;2552.0;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;86;gender38;g_fem;masc;pompiere;no;898.0;2216.0;4328.0;1944.0;1080.0;14.0;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";898.0;2216.0;4328.0;800.0;2000.0;840.0;1552.0;1176.0;1944.0;1080.0;4344.0;984.0;5704.0;2432.0;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;87;gender39;g_masc;masc;meccanico;no;775.0;1208.0;8240.0;1792.0;5384.0;13.0;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";775.0;1208.0;8240.0;1392.0;2816.0;2504.0;1688.0;1792.0;5384.0;1984.0;4920.0;5248.0;2191.0;2617.0;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
B;DG;92;gender44;g_fem;masc;marinaio;no;1712.0;9504.0;1880.0;1711.0;2952.0;13.0;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";1712.0;9504.0;1880.0;2720.0;3056.0;1120.0;2185.0;1711.0;2952.0;2776.0;1736.0;1208.0;4312.0;;;8;8;22;M;italiano;xxx;italiano;Laurea Triennale;Si;xxx;1097175
A;CG;59;gender11;g_masc;fem;psicologo;no;1014.0;1468.0;959.0;908.0;842.0;13.0;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";1014.0;1468.0;959.0;848.0;1322.0;925.0;908.0;842.0;1123.0;987.0;1720.0;1268.0;976.0;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;75;gender27;g_masc;fem;logopedista;no;618.0;1145.0;2211.0;1150.0;1189.0;13.0;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";618.0;1145.0;2211.0;805.0;1520.0;969.0;943.0;1401.0;1150.0;1189.0;821.0;823.0;1153.0;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;56;gender8;g_fem;fem;segretario;no;734.0;1145.0;1907.0;927.0;915.0;13.0;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";734.0;1145.0;1907.0;632.0;1250.0;935.0;927.0;915.0;681.0;837.0;1172.0;1467.0;1211.0;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;54;gender6;g_fem;fem;bibliotecario;no;629.0;903.0;816.0;1176.0;1102.0;14.0;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";629.0;903.0;816.0;1278.0;727.0;769.0;553.0;1176.0;1102.0;801.0;802.0;906.0;1008.0;918.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;79;gender31;g_masc;masc;fabbro;no;463.0;1240.0;1094.0;777.0;908.0;14.0;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";463.0;1240.0;1094.0;656.0;741.0;692.0;754.0;777.0;908.0;1119.0;985.0;815.0;690.0;770.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;88;gender40;g_fem;masc;meccanico;no;563.0;894.0;1618.0;701.0;755.0;13.0;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";563.0;894.0;1618.0;689.0;816.0;718.0;967.0;701.0;755.0;810.0;799.0;1039.0;913.0;656.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;85;gender37;g_masc;masc;pompiere;no;597.0;1239.0;882.0;748.0;964.0;14.0;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";597.0;1239.0;882.0;896.0;897.0;1098.0;877.0;947.0;748.0;964.0;637.0;1308.0;1839.0;660.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;49;gender1;g_masc;fem;infermiere;no;561.0;727.0;908.0;922.0;734.0;14.0;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";561.0;727.0;908.0;746.0;655.0;873.0;1019.0;977.0;1477.0;922.0;734.0;1117.0;1015.0;970.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;91;gender43;g_masc;masc;marinaio;no;611.0;1054.0;1130.0;740.0;945.0;13.0;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";611.0;1054.0;1130.0;874.0;937.0;1593.0;964.0;740.0;945.0;995.0;1425.0;742.0;869.0;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;104;gender56;g_fem;masc;idraulico;no;514.0;865.0;1056.0;881.0;761.0;13.0;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";514.0;865.0;1056.0;835.0;977.0;789.0;846.0;881.0;761.0;748.0;812.0;1007.0;827.0;845.0;960.0;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;CG;78;gender30;g_fem;masc;camionista;no;567.0;1263.0;1014.0;1264.0;938.0;15.0;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";567.0;1263.0;1014.0;578.0;657.0;1283.0;1264.0;938.0;1059.0;760.0;936.0;903.0;944.0;942.0;1302.0;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
B;CG;80;gender32;g_fem;masc;fabbro;no;861.0;3556.0;1049.0;1306.0;1156.0;14.0;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";861.0;3556.0;1049.0;1006.0;1170.0;979.0;954.0;1306.0;1156.0;888.0;812.0;797.0;916.0;871.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;86;gender38;g_fem;masc;pompiere;si;679.0;988.0;2083.0;789.0;2907.0;14.0;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";679.0;988.0;2083.0;898.0;1251.0;892.0;789.0;905.0;789.0;2907.0;1219.0;1311.0;1017.0;958.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;53;gender5;g_masc;fem;bibliotecario;no;843.0;698.0;688.0;1145.0;1034.0;14.0;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";843.0;698.0;688.0;1071.0;705.0;940.0;682.0;1145.0;1034.0;816.0;833.0;969.0;813.0;876.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;50;gender2;g_fem;fem;infermiere;no;554.0;1204.0;707.0;892.0;760.0;14.0;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";554.0;1204.0;707.0;835.0;695.0;723.0;957.0;883.0;1156.0;892.0;760.0;747.0;931.0;1017.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;103;gender55;g_masc;masc;idraulico;no;650.0;811.0;670.0;1066.0;873.0;13.0;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";650.0;811.0;670.0;1457.0;1245.0;991.0;1274.0;1066.0;873.0;899.0;700.0;932.0;1336.0;862.0;795.0;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;55;gender7;g_masc;fem;segretario;no;718.0;1009.0;1434.0;871.0;831.0;13.0;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";718.0;1009.0;1434.0;872.0;691.0;776.0;871.0;831.0;807.0;820.0;873.0;766.0;1036.0;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;87;gender39;g_masc;masc;meccanico;no;635.0;1134.0;977.0;764.0;846.0;13.0;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";635.0;1134.0;977.0;748.0;1216.0;1102.0;589.0;764.0;846.0;756.0;1021.0;941.0;676.0;584.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;77;gender29;g_masc;masc;camionista;no;710.0;1164.0;1028.0;800.0;946.0;15.0;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";710.0;1164.0;1028.0;679.0;876.0;995.0;800.0;946.0;1091.0;621.0;1060.0;1652.0;1324.0;709.0;1280.0;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;60;gender12;g_fem;fem;psicologo;no;581.0;964.0;1919.0;724.0;747.0;13.0;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";581.0;964.0;1919.0;1104.0;603.0;854.0;724.0;747.0;1135.0;834.0;831.0;926.0;912.0;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;76;gender28;g_fem;fem;logopedista;no;657.0;816.0;760.0;808.0;822.0;13.0;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";657.0;816.0;760.0;567.0;713.0;603.0;578.0;674.0;808.0;822.0;862.0;877.0;856.0;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;CG;92;gender44;g_fem;masc;marinaio;no;573.0;1575.0;826.0;1663.0;980.0;13.0;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";573.0;1575.0;826.0;839.0;1175.0;1236.0;1387.0;1663.0;980.0;1314.0;818.0;1028.0;920.0;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
A;CG;79;gender31;g_masc;masc;fabbro;no;570.0;1028.0;603.0;788.0;908.0;14.0;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";570.0;1028.0;603.0;764.0;793.0;695.0;1340.0;788.0;908.0;822.0;780.0;570.0;767.0;942.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;CG;59;gender11;g_masc;fem;psicologo;no;534.0;1265.0;708.0;878.0;658.0;13.0;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";534.0;1265.0;708.0;910.0;1074.0;547.0;878.0;658.0;1062.0;600.0;1260.0;521.0;879.0;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;CG;88;gender40;g_fem;masc;meccanico;no;861.0;790.0;979.0;1168.0;581.0;13.0;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";861.0;790.0;979.0;656.0;709.0;945.0;632.0;1168.0;581.0;773.0;548.0;523.0;1121.0;553.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;CG;56;gender8;g_fem;fem;segretario;no;551.0;1443.0;665.0;672.0;1162.0;13.0;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";551.0;1443.0;665.0;712.0;798.0;1105.0;672.0;1162.0;613.0;573.0;840.0;625.0;736.0;;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;CG;49;gender1;g_masc;fem;infermiere;no;634.0;633.0;1159.0;951.0;1085.0;14.0;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";634.0;633.0;1159.0;1183.0;1471.0;892.0;1167.0;1160.0;1085.0;951.0;1085.0;943.0;796.0;1697.0;;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
A;CG;78;gender30;g_fem;masc;camionista;no;441.0;1533.0;1399.0;1137.0;728.0;15.0;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";441.0;1533.0;1399.0;490.0;1663.0;1117.0;1137.0;728.0;1151.0;921.0;809.0;776.0;838.0;970.0;1995.0;85;85;25;F;Italiana;xxx;Italiano;Laurea Magistrale in corso;No;xxx;610429
